"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù",
"ÇÑ¼Öµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","30","21","19","19","23","46","47","62","58","65","35","44","30","21","24","19","28","40","42","43","41","40","38","27","32","15","18","18","31","37","40","42","44","64","38","59","27","17","18","14","24",
"ºÎ°­¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","20","23","35","64","58","75","68","74","42","50","30","22","24","22","34","47","50","49","43","47","44","31","33","16","21","21","41","45","51","48","49","65","41","55","29","18","20","15","30",
"ÀÎ°èµ¿","¿ùÆò±Õ","","59","52","70","60","68","44","37","26","40","34","45","47","51","50","54","54","46","39","28","25","21","32","60","44","68","58","71","41","50","26","24","25","22","30","42","43","44","39*","49","44","34","35","19","21","20","37","45","44","40","51","75","46","63","31","22","22","17","30",
"½ÅÇ³µ¿","¿ùÆò±Õ","","58","42","58","55","66","42*","","23","34","29","41","41","42","51","49","53","44","38","26","25","21","30","55","43","65","57","65","41","54","31","29","30","25","33","42","39","43","42","46","45","37","42","23","24","21","34","39","40","40","48","76","45","67","33","24","22","16","28",
"±¤±³µ¿","¿ùÆò±Õ","","68","60","86","78","76","41","38","24","35","27","45","49","52","51","52","51**","49","42","33","31","26","34","55","42","64","58","70","42","52","32","33","35","27","32","39","41","41","40","44","42","37","43","27","28","26","40","45","43","40","48","69","43","66","44","33","30","19","29",
"¿µÅëµ¿","¿ùÆò±Õ","","57","50","66","58","66","44","35","24","37","33","45","43","48","50","49","52","44","38","27","25","21","33","58","46","68","59","71","43","55","30","30","31","24","32","43","42","47","41","46","43","36","40","22","24","21","36","43","40","39","49","73","49","70","36","29","27","24*","34",
"ÃµÃµµ¿","¿ùÆò±Õ","","62","52","70","60","69","44","39","26","41","34","48","46","49","53","54","55","48","40","28","28","22","31","61","46","68","59","73","43","57","31","32","32","26","36","44","46","45","45","48","45","41","44","26","29","23","36","43","43","41","52","73","46","70","39","27","24","17","28",
"°í»öµ¿","¿ùÆò±Õ","","62","56","71","64","71","46","","21","32","28","38","39","43*","52","51","47","40","33","23","22","17","25","47","41","62","55","66","36","43","24","27","25","20","25","35","40","40","40","45","37","31","44","31","37","29","48","55","56","50","66","90","59","83","45","31","28","19","39",
"È£¸Å½Çµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","57","32","39","33","27","38","49","47","47","45","50","46","42","45","27","27","21","38","46","44","40","50","72","46","68","36","28","23","16*","37",
"¾È¾ç6µ¿","¿ùÆò±Õ","","62","55","73","68","70","48","37","25","46","39","58","61","64","65","65","68","49","46","26","23","25","35","58","45","68","55","69","50","66","40","38","36","28","42","55","53","51","47","60","61","50","53","33","29","28","46","50","49","43","55","76","50","70","42","32","32","27**","",
"ºÎ¸²µ¿","¿ùÆò±Õ","","60","53","70","64","67","41","31","20","34","35","56","58","59","60","59*","54","42","48*","23","28","28","42","70","54","78","67","81","53","65","35","36**","38**","25","34","43","44","44","40","46","44","35","40","24","24","23","35","42","42","38","49","69","45","67","41","29","26","21","31",
"È£°èµ¿","¿ùÆò±Õ","","71","65","81","66","67","40","28","18","40","34","54","55","59","59","60","59","50","45","26","22","23","35","62","50","73","62","74","48","59","34","29","22","23","34","46","48","49","46","53","65**","41","45","25","22","20","37","44","46","41","53","75","47","69","39","28","30","23","31",
"¾È¾ç2µ¿","¿ùÆò±Õ","","52","46","60","55","61","38","31","21","39","33","49","39","46","50","50","63","52","44","32","30","28","38","76","59","77","58","70","42","53","30","28","31","26","36","47","50","51","49","50","48","43","44","22","23","21","35","41","42","40","55","83","52","81","40","30","25","17","30",
"´Ü´ëµ¿","¿ùÆò±Õ","","53","45","58","57","65","42","34","22","35","30","41","45","45","48","45","53","41","36","26","24","21","28","50","41","61","52","61","36","50","30","28","28","25","32","40","38","40","40","45","44","35","42","21","24","21","35","40","38","38","46","65","42","64","33","24","22","15","26",
"Á¤ÀÚµ¿","¿ùÆò±Õ","","47","43","56","56","64","41","35","25","36","30","47","23**","","","","","","","","","","","56","43","66","58","69","38","50","27","25","26","21","31","44","49","47","46","50","47","33","38","20","21","18","35","42","43","40","51","72","43","63","31","20","19","14","26",
"¼ö³»µ¿","¿ùÆò±Õ","","53","47","58","53","57","39","37","26","37","31","45","49","52","52","43","51","43","37","29","28","24","30","54","45","65","58","68","41","54","32","31","31","22*","32","41","43","44","42","44","45","36","43","23","26","21","33","39","39","37","47","65","42","64","34","25","23","16","27",
"º¹Á¤µ¿","¿ùÆò±Õ","","54","47","63","61","66","44","","","","34*","41","","57","57","52","54","42","36","27","28","25","34","60","50","72","61","67","41","51","31","30","32","26","35","44","41","45","45","47","47","38","45","26","27","24","38","44","44","42","49","67","45","70","38","28","27","19","37",
"»ó´ë¿øµ¿","¿ùÆò±Õ","","52","45","61","52","53","42","39","28","38","33","48","53","56","58","60","61","49","44","35","32","29","35","61","49","69","55","68","41","50","32","31","31","25","36","143**","","44*","44","49","47","35","40","21","23","20","35","45","44","40","51","68","44","57","30","20","19","14","25",
"¿îÁßµ¿","¿ùÆò±Õ","","61","53","65","60","67","45","41","28","37","29","40","47","50","54","50","51","44","38","30","28","24","32","57","45","69","60","70","41","53","31","30","30","24","34","41","42","43","42","46","47","37","43","24","26","21","35","40","39","39","49","67","44","66","37","26*","","","",
"ÀÇÁ¤ºÎµ¿","¿ùÆò±Õ","","52","49","60","59","52","49","47","45","55","52","50","48*","55*","50","58","59","45","34","21","22","28","24**","53*","60**","72","56","65","39","49","27","27","20","19","32","42","45","46","40","42","44","33","37","21","23","20","32","43","44","39","49","65","42","60","34","24","21","15","26",
"ÀÇÁ¤ºÎ1µ¿","¿ùÆò±Õ","","75","66","76","72","76","48","37","25","44","44","58","62*","69","68","68","64","52","43","21","21","22","36","63","55","74","53","64","38","52","36","32","33","26","37","47","45","48","43","46","46","35","39","25","25","25","40","49","45","38","51","67","45","60","35","25","24","18","30",
"¼Û»ê3µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","34","31","39","50","34","47","27","23","22","13","22",
"Ã¶»êµ¿","¿ùÆò±Õ","","59","52","64","63","75","48","39","25","43","38","50","47","48","61","63","60","51","44","31","27","25","36","64","55","76","63","79","47","60","33","32","30","28","41","63**","41**","52","49","54","50","40","40","22","22","23","46","53","50","47","60","86","51","73","42","28","25","19","36",
"¼ÒÇÏµ¿","¿ùÆò±Õ","","57","51","64","62","72","45","40","29","45","40","49","46","48","57","54","57","48","41","29","28","25","34","60","48","71","61","73","47","60","35","32","33","29","40","46","43","49","45","50","49","41","49*","0","22**","24","43","51","49","46","60","84","50","71","37","26","25","19","33",
"°íÀÜµ¿","¿ùÆò±Õ","","53","46","61","59","66","40","33","24","37","33","44","45*","45*","53","50","55","49","41","32","29","27*","32","60","45","75","67","74","46","60","35*","32","31","24","31","38*","27**","35**","39","42","39","32","32","21","23","19","29","36","40","38","49","72","48","69","42","36","33","21","33",
"¿ø½Ãµ¿","¿ùÆò±Õ","","61","54","68","65","71","49","49","37","50","45","53","52","54","57","56","57","48","42","32","30","28","44","74","56","79","69","80","51","61","33","36","37","34","46","57","56","60","56","59","52","45","45","29","33","29","49","57","55","55","65","94","58","77","43","33","29","22","41",
"º»¿Àµ¿","¿ùÆò±Õ","","55","46","61","56","64","39","31","23","37","31","41","40","47","53","51","55","46","38","27","26","23","32","60","47","69","60","72","44","56","30","29","31","28","38","44","43","47","43","46","44","37","39","25*","0","0","40**","41","44","41","52","70","39","58","28","22","19","14","27",
"¿ø°îµ¿","¿ùÆò±Õ","","64","57","71","64","71","47","43","30","42","33","42","43","48","48","47","48","41","36","26","25","21","28","50","39","56","50","62","38","47","26","27","31","30","37","42","43","45","43","39","45**","","0","0","0","0","0","0","0","","","","","","40**","30","31","21","35",
"ºÎ°îµ¿","¿ùÆò±Õ","","77","66","84","70","70","45","44","29","42","37","52","54","60","59","56","55","42","36","25","23","21","33","69","59","85","69","78","43","52","28","28","30","26","36","47","52","59","51","51","46","35","37","23","23","21","38","49","52","49","60","82","50","69","39","31","24","13","29",
"´ëºÎµ¿","¿ùÆò±Õ","","63","55","75","59","61","36","33","26","35","32","40","41","45","45","44","51","42","33","22","24","20","29","59*","47","62","56","71","40","46","24","24","28","25","36","41","42","44","39","43","39","28","28","18","23","20","32","38","39","39","49","68","40","57","28","22","21","15","27",
"È£¼öµ¿","¿ùÆò±Õ","","50","42","56","50","53","34","33","22","32","30","39","42","50","49","47","47","38","33","25","23","20","28","48","40","57","51","61","36","45","24","25","26","25","30","36","39","41","37","40","37","31","33","20","24","19","33","38","39","38","48","68","41","58","35","29","25","15","27",
"ºñÀüµ¿","¿ùÆò±Õ","","69","59","86","78","85","59","35","27","48","49","74","61","71","59","63","67","59","50","28","29","31","54","81","58","82","70","84","58","69","40","28","29","25","36","45**","48","52","48","56","48","42","43","26","24","26","45","48","45","42","53","80","50","69","46","29","30","21","39",
"¾ÈÁß","¿ùÆò±Õ","","70","60","81","74","80","49","31","24","54","52","62","59","69","64","63","","","47*","27","32","31","45","79","55","75","68","81","52","64","37","39","38","39","43","45","41","43","40","46","41","39","39","26","28","29","46","46","42","42","50","78","49","68","42","28","27","21","37",
"ÆòÅÃÇ×","¿ùÆò±Õ","","76","65","95","90","92","59","47","40","57","50","71","58","65","61","68","74","66","47","26","36","33","49","81","62","83","74","94","61","71","42","38","38","43","55","58","51","52","49","58","54","49","48","33","35","35","49","50","48","49","64","101","62","79","53","35","34","26","43",
"¼ÛºÏµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","60","82","67","81","53","64","39","32","29","26","38","51","48","49","45","53","49","42","44","27","26","25","42","49","47","44","53","80","49","68","40","25","26","20","34",
"Ã»ºÏÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","48","44","42","24","22","25","42","46","43","41","51","80","49","67","43","27","28","21","34",
"°í´ö¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52*","77","47","66","43","26","26","19","36",
"º°¾çµ¿","¿ùÆò±Õ","","54","46","61","57","67","42","35","25","39","31","45","50","52","54","53","56","47","39","28","27","23","30","53","45","69","59","71","44","60","36","33","31","27","37","47","45","48","47","52","53","43","48","27","31","24","41","46","48","40","54","78","50","74","43","29","25","17","28",
"°úÃµµ¿","¿ùÆò±Õ","","55","47","61","58","64","40","36","26","36","30","42","46*","47","53","54","52","43","36","28","26","23","28","49","41","63","59","63","41","53","31","31","31","25","29","42","42","43","39","44","46","37","41","25","26","22","35","41","43","41","53","73","46","69","48","29","26","18","28",
"±³¹®µ¿","¿ùÆò±Õ","","72","62","75","68","73","46","38","23","38","39","61","60","61","59","54","53","40","25*","25*","28","28","40","62","52","78","63","67","39","54","33**","33","29","24","35","45","45","43","42","47","48","36","39","20","22","19","32","40","41","37","46","63","42","60","33","23","21","14","25",
"µ¿±¸µ¿","¿ùÆò±Õ","","78","67","83","78","81","57","45","30","48","46","65","61","51","53","56","55","43","33","24","18","20","32","58","51","76","60","66","42","50","28","27","29","23","34","47","51","50","46","51","51","36","38","20","21","21","37","46","48","43","52","69","46","62","35","25","24","17","30",
"ºÎ°î3µ¿","¿ùÆò±Õ","","68","61","76","63","70","46","39","27","43","38","52","56","58","57","62","67","49","40","28","29","25","36","65","52","76","65","75","44","55","33","30","31","28","37","49","51","52","46","50","42*","39","46","24","25","23","35","40","42","41","51","61*","","66","35*","26","24","17","29",
"°íÃµµ¿","¿ùÆò±Õ","","54","49","56","53","63","41","35","27","38","35","48","47","51","56","52","50","40","34","24","22","20","28","57","44","66","57","69","39","46","25","24","25","22","29","40","41","42","40","45","43","32","35","20","22","18","32","43","42","38","49","68","40","55","30","21","21","14","25",
"Çà½Åµ¿","¿ùÆò±Õ","","66","55","72","67","77","37","29","30","43","33","50","56","57","57","56","52","42","30","12","18","18","28","57","47","68","55","69","41","56","29","27**","22","26","36","44","43","44","39","47","49","40","45","28","25","22","36","41","40","37","48","70","43","62","39","28","23","16","28",
"½Ä»çµ¿","¿ùÆò±Õ","","55","46","58","51","60","57","49","45","59","48","51","58","58","57","54","54","35*","29","29","28","27","33","49","43","59","50","63","43","52","30*","27","29","29","38","46","39","46","44","49","49","54","52","34","31","23","45","52","49","48","54","77","46","64","46","41","34*","","",
"½Å¿øµ¿","¿ùÆò±Õ","","72","66","82","75","79","48","39","26","46","44","63","76","76","62","60","58","46","38","25","26","27","35","63","52","74","58","71","43","55","32","30","24","21","34","46","47","50","43","49","48","38","39","24","24","22","38","45","46","40","48","64","43","61","38","29","26","18","30",
